WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,PORTRAIT,FAULTY
3,1,0,7,5,1,0,7,2,0,30,0,0,0,0.5,0,0,8,529,1,0,Faulty
3,1,0,7,5,1,0,7,2,0,30,0,0,0,0.5,0,0,8,530,1,0,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1593,1,0,NotFaulty
1,1,0,2,1,0,0,2,1,2,1,0,0,0,1,0,0,0,1594,1,0,NotFaulty
17,1,0,23,47,72,0,23,11,0.8901,782,1,0,0,0.1979,0,0,43.2941,94,1,0,Faulty
9,1,0,0,11,34,0,0,7,0.875,34,0,0,0,0.375,0,0,2.6667,180,1,0,NotFaulty
2,1,0,2,5,0,0,2,1,0,24,0,0,0,0.6,0,0,10,811,1,0,NotFaulty
2,1,0,2,5,0,0,2,1,0,24,0,0,0,0.6,0,0,10,812,1,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
23,1,0,6,37,201,0,6,21,0.3333,408,1,0,0,0.2671,1,1,16.6087,72,4,0.0004,NotFaulty
22,1,0,6,48,21,0,6,21,0.2381,284,1,0,0,0.2159,1,1,11.8636,76,4,0.0017,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,844,1,0,NotFaulty
7,2,0,6,22,13,0,6,5,0.8095,216,0.7143,2,0.7222,0.3333,1,1,28.8571,243,6,0.0022,NotFaulty
3,1,0,2,7,3,0,2,3,2,38,0,0,0,0.4167,0,0,11.6667,570,2,0,NotFaulty
9,1,0,3,21,0,0,3,9,0,78,1,0,0,0.2361,0,0,7.5556,191,1,0.0006,NotFaulty
3,1,0,14,32,3,0,14,3,1.5,648,0,0,0,0.3333,0,0,214.6667,574,1,0,NotFaulty
5,1,0,5,10,10,0,5,3,1,25,0,0,0,0.5,0,0,3.8,345,1,0,NotFaulty
3,2,0,2,3,3,0,2,0,1,15,0,0,0.8571,0.6667,1,1,3.6667,577,1,0,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,1732,1,0,NotFaulty
30,1,0,20,75,409,0,20,28,0.1494,331,1,0,0,0.2031,0,0,9.9333,59,4,0.1886,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,1773,1,0,NotFaulty
21,1,0,25,84,210,0,25,19,1,538,1,0,0,0.2136,0,0,24.5714,87,14,0.1898,NotFaulty
3,1,0,3,9,3,0,3,2,2,152,0,0,0,0.3333,0,0,49.6667,612,3,0.1891,NotFaulty
1,3,0,3,3,0,0,3,0,2,14,0,0,1,1,0,0,13,1839,1,0,Faulty
3,1,0,1,6,1,0,1,2,0,26,0,0,0,0.5,0,0,7.3333,614,2,0,Faulty
35,1,0,23,120,437,0,23,24,1.0121,1062,0.1134,0,0,0.2471,0,0,26.5714,54,6,0.1889,Faulty
9,1,0,4,24,0,0,4,7,0.375,157,1,0,0,0.2857,1,1,16.1111,214,5,0.1886,NotFaulty
2,1,0,2,16,1,0,2,1,1.3333,66,0,0,0,1,0,0,30.5,966,3,0,NotFaulty
1,1,0,2,2,0,0,2,1,2,12,0,0,0,1,0,0,9,1934,1,0,NotFaulty
3,1,0,0,4,1,0,0,1,0,23,0,0,0,0.4444,0,0,6,645,1,0,NotFaulty
18,1,0,36,124,123,0,36,10,0.9572,1296,0.9091,0,0,0.1611,0,0,70.3889,113,22,0.0118,NotFaulty
2,1,0,8,18,0,0,8,1,0,117,0,0,0,0.5833,0,0,55,1026,6,0,NotFaulty
3,1,0,7,10,3,0,7,2,1,35,0,0,0,0.5,0,0,10.3333,685,1,0,NotFaulty
32,1,0,48,136,488,0,48,10,0.9274,970,1,0,0,0.1177,0,0,29.1875,66,11,0.0115,NotFaulty
7,1,0,2,7,21,0,2,7,2,7,0,0,0,0.4,0,0,0,306,1,0,NotFaulty
6,1,0,5,12,3,0,5,5,0.6,40,0,0,0,0.4444,0,0,5.3333,358,1,0,Faulty
4,1,0,20,40,4,0,20,3,0.3333,292,0,0,0,0.375,0,0,70.5,545,28,0,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2182,1,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1092,1,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,2,0,3,7,1,0,3,1,0,21,0,0,0.9846,0.6667,0,0,5.6667,729,1,0,NotFaulty
10,1,0,10,38,0,0,10,3,0.7531,560,0.9444,0,0,0.2444,0,0,53.2,223,15,0,NotFaulty
2,1,0,2,4,0,0,2,2,0,20,1,0,0,0.6667,0,0,8.5,1118,2,0,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,2238,1,0,NotFaulty
3,1,0,5,11,1,0,5,2,0.625,75,0,0,0,0.4286,0,0,22.6667,747,2,0,NotFaulty
8,2,0,3,20,24,0,3,5,0.8571,125,0.25,4,0.6842,0.4286,1,1,14.125,281,2,0,NotFaulty
2,1,0,4,7,0,0,4,1,1.3333,44,1,0,0,0.6667,0,0,19.5,1129,3,0,NotFaulty
9,1,0,27,90,0,0,27,5,0.6696,838,0.8571,0,0,0.25,0,0,90.5556,257,21,0.1921,NotFaulty
7,1,0,4,16,9,0,4,7,0.3333,96,1,0,0,0.4286,0,0,12.5714,333,8,0,NotFaulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,0.45,0,0,0,467,1,0,NotFaulty
2,1,0,1,3,1,0,1,1,2,7,0,0,0,1,0,0,2.5,1169,1,0,NotFaulty
2,1,0,1,3,1,0,1,1,1,8,0,1,0,1,0,0,2.5,1170,1,0,NotFaulty
10,1,0,7,24,25,0,7,7,0.6667,232,0.75,0,0,0.3556,0,0,21.4,236,9,0,NotFaulty
4,1,0,2,6,4,0,2,4,0.3333,27,1,0,0,0.75,0,0,5.5,593,2,0,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,2373,1,0,NotFaulty
16,1,0,11,40,120,0,11,11,1.0444,397,0.1667,0,0,0.181,0,0,23.4375,150,5,0.1924,NotFaulty
29,1,0,5,45,394,0,5,17,0.9286,610,0.6667,0,0,0.2041,0,0,19.931,85,8,0,NotFaulty
4,1,0,4,5,6,0,4,2,1,25,0,1,0,0.6667,0,0,5,621,3,0,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,0.75,0,0,0,829,1,0,NotFaulty
7,1,0,0,10,21,0,0,7,2,66,0,0,0,0.25,0,0,8.4286,357,5,0,NotFaulty
10,1,0,1,10,45,0,1,10,2,10,0,0,0,0.21,0,0,0,251,1,0,NotFaulty
4,1,0,3,13,0,0,3,4,0,81,1,0,0,0.625,0,0,19,630,2,0,NotFaulty
7,1,0,5,7,21,0,5,7,2,7,0,0,0,0.449,0,0,0,361,1,0,NotFaulty
2,1,0,17,20,1,0,17,2,2,174,0.5,0,0,0.5,0,0,85,1265,1,0,NotFaulty
9,1,0,3,20,36,0,3,9,2,109,0,0,0,0.4222,0,0,11.1111,282,5,0,NotFaulty
9,1,0,3,22,36,0,3,9,1.125,116,1,0,0,0.4222,0,0,11.7778,284,7,0,NotFaulty
11,1,0,4,19,49,0,4,11,0.6,85,1,0,0,0.2727,0,0,6.6364,234,3,0.0008,NotFaulty
9,1,0,4,16,30,0,4,9,0.5,81,1,0,0,0.4222,0,0,7.8889,287,4,0.0004,NotFaulty
13,1,0,7,28,54,0,7,12,0.75,226,0.5,0,0,0.3056,0,0,15.7692,200,4,0.0004,NotFaulty
13,1,0,7,33,54,0,7,12,0.75,251,0.5,0,0,0.3056,0,0,17.6923,202,5,0.0004,NotFaulty
5,1,0,2,8,10,0,2,5,2,40,0,0,0,0.6,0,0,7,528,3,0,NotFaulty
5,1,0,2,13,10,0,2,5,2,63,0,0,0,0.6,0,0,11.6,530,5,0,NotFaulty
5,1,0,3,25,10,0,3,5,2,214,0,0,0,0.6,0,0,41.8,534,14,0,NotFaulty
9,1,0,3,22,36,0,3,9,1.125,113,1,0,0,0.4222,0,0,11.4444,298,7,0,NotFaulty
9,1,0,3,22,36,0,3,9,1.125,92,1,0,0,0.4222,0,0,9.1111,299,5,0.0012,NotFaulty
9,1,0,3,22,36,0,3,9,1.125,116,1,0,0,0.4222,0,0,11.7778,301,7,0.0008,NotFaulty
9,1,0,5,22,30,0,5,9,0.5,135,1,0,0,0.4222,0,0,13.8889,303,3,0.0008,NotFaulty
9,1,0,2,19,0,0,2,9,0,55,1,0,0,0.5556,0,0,5,304,2,0,NotFaulty
20,1,0,8,32,58,0,8,18,0.5263,225,1,0,0,0.1708,0,0,10.1,138,2,0.0006,NotFaulty
3,1,0,2,5,3,0,2,2,2,20,0,0,0,0.7778,0,0,5.6667,921,1,0,NotFaulty
3,2,0,6,19,1,0,6,2,0,82,0,0,0.8571,0.6667,1,1,26,923,3,0,NotFaulty
1,1,0,1,2,0,0,1,0,2,12,0,0,0,1,0,0,9,2770,1,0,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,462,1,0,NotFaulty
7,1,0,2,14,19,0,2,6,0.8333,34,0,0,0,0.6667,0,0,3.7143,397,1,0,NotFaulty
10,2,0,7,18,43,0,7,7,0.9815,121,0.1667,6,0.65,0.3556,1,1,10.5,279,2,0,NotFaulty
22,1,0,4,39,183,0,4,19,0.9087,471,0.8333,0,0,0.6429,0,0,19.8636,129,10,0.2091,NotFaulty
14,1,0,8,27,85,0,8,14,0.4615,147,1,0,0,0.3393,1,1,9.4286,204,9,0.0013,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,718,1,0,NotFaulty
8,1,0,2,16,28,0,2,8,1.1429,198,0.5,0,0,0.375,0,0,23,363,15,0,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,2905,1,0,NotFaulty
7,2,0,2,17,17,0,2,5,0.8333,98,0.3333,3,0.7222,0.3889,1,1,12.5714,417,4,0.002,NotFaulty
4,1,0,2,4,6,0,2,4,2,4,0,0,0,0.625,0,0,0,731,1,0,NotFaulty
10,1,0,4,10,45,0,4,10,2,10,0,0,0,0.4,0,0,0,293,1,0,NotFaulty
5,1,0,3,5,10,0,3,5,2,5,0,0,0,0.7,0,0,0,587,1,0,NotFaulty
9,1,0,7,9,36,0,7,9,2,9,0,0,0,0.3333,0,0,0,327,1,0,NotFaulty
8,1,0,4,22,0,0,4,8,0.1429,131,1,0,0,0.325,1,1,15.125,370,6,0,NotFaulty
15,1,0,6,34,0,0,6,14,0.6667,165,0.6667,1,0,0.2245,1,1,9.8,199,4,0.006,NotFaulty
1,1,0,1,3,0,0,1,0,2,28,0,0,0,0,0,0,26,2990,1,0,NotFaulty
11,2,0,7,23,53,0,7,9,0.975,122,0.25,4,0.5909,0.26,1,1,9.7273,273,2,0.0012,NotFaulty
3,1,0,3,5,1,0,3,2,0,20,0,0,0,0.5,0,0,5.3333,1002,1,0,Faulty
1,1,0,1,3,0,0,1,0,2,42,0,0,0,0,0,0,40,3007,1,0,Faulty
46,1,0,44,119,983,0,44,36,0.9354,1210,1,0,0,0.1131,0,0,25.0652,68,89,0.0107,Faulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,3153,1,0,NotFaulty
6,1,0,2,8,7,0,2,6,0.6,47,1,0,0,0.4583,0,0,6.1667,526,1,0.013,NotFaulty
5,1,0,2,8,0,0,2,5,0,65,1,0,0,0.7,0,0,11.8,633,2,0,NotFaulty
7,1,0,3,7,21,0,3,7,2,7,0,0,0,0.4286,0,0,0,453,1,0,NotFaulty
34,1,0,35,85,529,0,35,30,0.862,664,1,0,0,0.2013,0,0,18.2647,95,17,0.0285,Faulty
2,1,0,0,2,1,0,0,2,2,3,0,0,0,1,0,0,0,1618,1,0,NotFaulty
4,1,0,3,4,6,0,3,4,2,4,0,0,0,0.55,0,0,0,810,1,0,NotFaulty
3,1,0,3,5,1,0,3,2,0.5,28,0,0,0,0.4667,0,0,7.6667,1081,2,0,NotFaulty
3,1,0,3,6,1,0,3,2,0.5,33,0,0,0,0.4667,0,0,9.3333,1082,2,0,NotFaulty
3,1,0,5,8,1,0,5,2,0,48,0,0,0,0.4667,0,0,14,1085,5,0,NotFaulty
6,1,0,8,20,9,0,8,4,0.2,139,0.8333,0,0,0.4583,0,0,21.1667,544,4,0,NotFaulty
6,1,0,1,15,3,0,1,5,0.6,196,0.875,0,0,0.4,0,0,30.3333,548,14,0,NotFaulty
6,1,0,4,15,1,0,4,4,0.5,110,0.8333,0,0,0.5833,0,0,16.3333,550,3,0,NotFaulty
6,1,0,9,21,9,0,9,4,0.5,66,0.5,0,0,0.4583,0,0,9.6667,551,2,0,NotFaulty
8,1,0,19,46,12,0,19,2,0.7857,287,1,0,0,0.2619,0,0,34.375,416,15,0.0004,NotFaulty
3,1,0,7,13,3,0,7,2,2,49,0,0,0,0.5556,0,0,15.3333,1113,5,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,3342,1,0,NotFaulty
16,1,0,35,93,116,0,35,10,0.9333,690,0.5,0,0,0.1238,0,0,42,213,12,0.196,NotFaulty
1,1,0,3,7,0,0,3,0,2,115,0,0,0,0,0,0,111,3420,1,0,NotFaulty
2,1,0,8,11,1,0,8,2,2,120,0,0,0,0.5,0,0,59,1715,10,0,NotFaulty
6,1,0,1,6,15,0,1,6,2,6,0,0,0,0.5,0,0,0,572,1,0,NotFaulty
10,1,0,8,27,0,0,8,9,0.4444,106,1,0,0,0.28,0,0,9.4,344,2,0.1888,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.6667,0,0,0,1725,1,0,NotFaulty
5,1,0,2,8,4,0,2,4,0.25,48,0.5,0,0,0.6,0,0,8.2,691,2,0,NotFaulty
11,1,0,10,31,11,0,10,10,0.4333,163,1,0,0,0.2727,0,0,13.5455,315,4,0.1889,NotFaulty
4,2,0,1,7,4,0,1,2,0.9333,67,0.2,5,0.8667,0.4444,1,1,14.5,869,1,0,NotFaulty
8,1,0,2,8,28,0,2,8,2,8,0,0,0,0.4167,1,1,0,435,1,0,NotFaulty
3,1,0,3,6,1,0,3,2,0,27,0,0,0,0.5,0,0,7.6667,1163,2,0,NotFaulty
5,1,0,9,26,10,0,9,5,2,190,0,0,0,0.36,0,0,37,702,8,0.0008,NotFaulty
5,1,0,3,7,10,0,3,4,2,16,0,0,0,1,0,0,2.2,703,1,0,NotFaulty
16,4,0,4,40,120,0,4,12,2,245,0,0,0.8696,0.2232,3,15,14.3125,221,10,0.0017,NotFaulty
11,1,0,6,25,13,0,6,11,0.3,97,1,0,0,0.3182,1,1,7.7273,323,4,0.0011,NotFaulty
3,1,0,4,5,1,0,4,2,0.5,33,0,0,0,0.4667,0,0,9.3333,1189,3,0,Faulty
3,1,0,4,5,1,0,4,2,0.5,33,0,0,0,0.4667,0,0,9.3333,1190,3,0,NotFaulty
6,1,0,1,13,15,0,1,5,1,85,0,0,0,0.3333,0,0,13,597,3,0,NotFaulty
6,1,0,13,37,7,0,13,5,0.5,309,0.5,0,0,0.3333,0,0,50.1667,603,24,0.0006,Faulty
15,1,0,15,59,75,0,15,9,0.2679,462,0.75,0,0,0.1222,1,1,29.5333,244,8,0.1911,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1833,1,0,NotFaulty
3,1,0,3,5,3,0,3,2,1,22,0,0,0,0.4667,0,0,6,1223,1,0,Faulty
3,1,0,5,6,1,0,5,2,0.5,25,0,0,0,0.4667,0,0,6.6667,1224,1,0,Faulty
3,1,0,3,4,1,0,3,2,0.5,22,0,0,0,0.4667,0,0,5.6667,1225,1,0,Faulty
3,1,0,7,8,1,0,7,2,0.3333,49,0.3333,0,0,0.4667,0,0,14.3333,1227,5,0,NotFaulty
3,1,0,7,8,1,0,7,2,0,33,0,0,0,0.4667,0,0,9.3333,1228,1,0,NotFaulty
3,1,0,7,7,1,0,7,2,0,33,0,0,0,0.4667,0,0,9.3333,1230,2,0,Faulty
3,1,0,8,6,1,0,8,2,0,28,0,0,0,0.4667,0,0,7.6667,1231,1,0,Faulty
9,1,0,22,34,30,0,22,8,0.5,152,0,0,0,0.2963,0,0,15.7778,412,5,0,Faulty
3,1,0,6,8,1,0,6,2,0.5,42,0,0,0,0.4667,0,0,12.3333,1239,4,0,NotFaulty
3,1,0,4,6,1,0,4,2,0.5,25,0,0,0,0.4667,0,0,6.6667,1240,1,0,NotFaulty
3,1,0,4,5,3,0,4,2,1,18,0,0,0,0.5,0,0,4.6667,1241,1,0,Faulty
3,1,0,5,5,1,0,5,2,0.5,24,0,0,0,0.4667,0,0,6.3333,1242,1,0,NotFaulty
3,1,0,6,6,1,0,6,2,0.5,34,0,0,0,0.4667,0,0,9.6667,1244,4,0,Faulty
3,1,0,6,6,1,0,6,2,0,34,0,0,0,0.5556,0,0,9.6667,1245,1,0,NotFaulty
2,1,0,7,9,0,0,7,1,0.3333,43,0,0,0,0.6,0,0,19,1869,1,0,NotFaulty
3,1,0,10,13,1,0,10,2,0,59,0,0,0,0.5833,0,0,18,1248,3,0,NotFaulty
10,1,0,38,77,33,0,38,8,0.3333,404,0,0,0,0.2889,0,0,39.3,378,13,0,Faulty
4,1,0,13,25,4,0,13,2,0,163,0.5,0,0,0.4583,0,0,39.25,949,10,0,NotFaulty
27,1,0,8,34,289,0,8,26,0.8764,257,1,0,0,0.3056,0,0,8,141,3,0.0038,NotFaulty
13,1,0,1,13,78,0,1,13,2,13,0,0,0,1,0,0,0,295,1,0,NotFaulty
4,1,0,5,18,0,0,5,4,0.4167,155,1,0,0,0.5,1,1,36.75,965,11,0,NotFaulty
6,1,0,7,17,7,0,7,4,0.4,90,0,0,0,0.5833,0,0,13.5,645,5,0,NotFaulty
4,1,0,3,6,2,0,3,2,0.6667,26,1,0,0,0.375,0,0,5,969,1,0,NotFaulty
6,1,0,4,9,15,0,4,5,2,23,0,0,0,0.5,0,0,2.8333,647,1,0,NotFaulty
6,1,0,3,7,15,0,3,5,1,12,0,1,0,0.5333,0,0,0.8333,648,1,0,NotFaulty
6,4,0,3,15,15,0,3,6,1.2,51,1,0,0.9412,0.4167,2,2,7.3333,649,3,0.0002,NotFaulty
7,1,0,3,20,0,0,3,6,0.7333,150,1,0,0,0.4762,0,0,19.7143,559,5,0,NotFaulty
4,1,0,4,17,0,0,4,4,0,57,1,0,0,0.5,0,0,13,979,3,0,NotFaulty
3,1,0,2,3,3,0,2,3,2,3,0,0,0,0.5833,0,0,0,1307,1,0,NotFaulty
3,1,0,4,6,1,0,4,2,0.5,25,0,0,0,0.4667,0,0,6.6667,1308,1,0,NotFaulty
4,1,0,7,12,0,0,7,4,0,38,1,0,0,0.5,0,0,8.25,982,1,0,NotFaulty
2,1,0,6,10,0,0,6,1,0,37,0,0,0,0.6667,0,0,17,1967,4,0,NotFaulty
3,1,0,4,5,1,0,4,2,0.3333,33,0,0,0,0.5,0,0,9,1312,1,0,NotFaulty
7,1,0,9,37,0,0,9,6,0.25,154,1,0,0,0.3333,0,0,20.7143,564,4,0,NotFaulty
5,1,0,2,5,10,0,2,5,2,5,0,0,0,0.5,0,0,0,791,1,0,NotFaulty
5,1,0,5,7,10,0,5,3,1,26,0,0,0,0.5,0,0,4,792,1,0,NotFaulty
12,1,0,1,25,28,0,1,10,0.75,163,1,0,0,0.2667,1,1,12.25,331,5,0.0012,NotFaulty
16,1,0,16,59,58,0,16,5,0.8444,544,1,0,0,0.2083,0,0,32.25,251,11,0,NotFaulty
4,2,0,1,7,4,0,1,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,1007,1,0.1886,NotFaulty
3,1,0,4,7,3,0,4,2,1,24,0,0,0,0.5,0,0,6.6667,1344,1,0,NotFaulty
6,3,0,6,18,15,0,6,6,2,73,0,0,0.9153,0.4,0,0,11.1667,673,2,0,NotFaulty
7,1,0,3,16,17,0,3,6,0.8333,86,1,0,0,0.2857,0,0,11,578,3,0,NotFaulty
6,2,0,4,13,11,0,4,4,0.9571,208,0.1429,11,0.7647,0.3,1,1,31.3333,676,3,0.0002,NotFaulty
49,1,0,23,53,1176,0,23,49,1.0208,220,1,0,0,0.1008,0,0,3.4694,83,2,0.0006,NotFaulty
5,2,0,2,9,6,0,2,3,0.75,53,0.6667,2,0.8125,0.4167,1,1,9,822,3,0,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,4115,1,0,NotFaulty
4,1,0,6,22,4,0,6,3,1.0833,90,0.25,0,0,0.5,0,0,20.5,1031,5,0.1886,NotFaulty
3,1,0,3,5,3,0,3,2,1,18,0,0,0,0.5,0,0,4.6667,1375,1,0,NotFaulty
2,1,0,0,4,1,0,0,2,2,10,0,0,0,0.5,0,0,4,2064,1,0,NotFaulty
8,1,0,0,10,28,0,0,6,1,31,0,1,0,0.4286,0,0,2.75,517,1,0,NotFaulty
7,1,0,3,15,7,0,3,5,0.4167,117,0.75,0,0,0.5833,0,0,15.1429,593,7,0,NotFaulty
2,1,0,2,6,0,0,2,2,0,19,1,0,0,0.75,0,0,8,2078,1,0,NotFaulty
2,1,0,1,5,0,0,1,2,0,16,1,0,0,0.75,0,0,6.5,2079,1,0,NotFaulty
6,1,0,2,11,3,0,2,5,0.5333,55,0.6667,0,0,0.6,0,0,7.6667,694,3,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,2084,1,0,NotFaulty
4,1,0,5,15,0,0,5,3,0.8571,237,0.8571,0,0,0.8333,0,0,56.5,1047,14,0.0012,NotFaulty
5,1,0,12,41,10,0,12,4,1.25,206,1,0,0,0.44,0,0,39.6,839,3,0,NotFaulty
6,1,0,5,31,9,0,5,5,0.6667,198,1,0,0,0.2,0,0,31.5,702,7,0,NotFaulty
3,1,0,0,10,1,0,0,2,0.5,90,1,0,0,0.5,0,0,28.6667,1405,1,0,NotFaulty
3,1,0,1,20,3,0,1,2,2,79,0,0,0,0.3333,0,0,25.3333,1407,3,0,NotFaulty
8,1,0,3,21,26,0,3,7,0.8571,227,0,0,0,0.2857,0,0,27.25,531,14,0,NotFaulty
10,1,0,3,20,33,0,3,9,0.6667,333,0,0,0,0.2037,0,0,32.2,429,10,0,NotFaulty
6,1,0,0,9,0,0,0,5,0.2,94,0,0,0,0.5333,0,0,14.5,719,5,0,NotFaulty
5,1,0,2,8,4,0,2,4,0.25,59,0.5,0,0,0.6,0,0,10.4,864,2,0,NotFaulty
15,1,0,2,24,99,0,2,14,0.7857,105,0,0,0,0.2778,0,0,5.9333,289,3,0,NotFaulty
5,1,0,3,8,4,0,3,4,0.25,44,0.5,0,0,0.4667,0,0,7.4,869,1,0,NotFaulty
5,1,0,3,9,4,0,3,4,0.25,56,0,0,0,0.6,0,0,9.8,870,2,0,NotFaulty
15,1,0,2,23,103,0,2,14,0.9286,99,0,0,0,0.2778,0,0,5.5333,291,3,0,NotFaulty
7,1,0,1,11,13,0,1,4,0.4167,56,1,0,0,0.4762,1,1,6.7143,625,3,0,NotFaulty
23,1,0,3,41,213,0,3,14,0.8182,255,1,0,0,0.2273,0,0,9.913,191,5,0,NotFaulty
2,1,0,0,5,1,0,0,2,2,25,0,0,0,0.5,0,0,11.5,2210,4,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4421,1,0,NotFaulty
10,1,0,3,17,23,0,3,10,0.6111,125,1,0,0,0.425,1,1,11.3,443,6,0.1886,NotFaulty
5,1,0,2,8,4,0,2,4,0.25,51,0,0,0,0.6,0,0,8.8,889,2,0,NotFaulty
4,1,0,2,8,0,0,2,4,0.6667,112,1,0,0,0.5,0,0,25.75,1113,4,0,NotFaulty
4,1,0,3,8,0,0,3,2,0,45,0.5,0,0,0.5625,0,0,9.75,1114,3,0,NotFaulty
8,1,0,4,20,0,0,4,6,0.4286,166,1,0,0,0.2917,0,0,19.5,559,6,0.004,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,747,1,0,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.5556,0,0,0,748,1,0,NotFaulty
2,1,0,2,4,1,0,2,1,2,7,0,0,0,1,0,0,2.5,2245,1,0,NotFaulty
2,1,0,1,3,0,0,1,1,0,28,0,0,0,0.6667,0,0,12,2246,2,0,NotFaulty
5,1,0,4,14,10,0,4,5,2,60,0,0,0,0.4,0,0,11,900,5,0,NotFaulty
8,1,0,0,10,8,0,0,8,0.7143,51,1,0,0,0.5417,1,1,5.125,564,2,0,NotFaulty
2,1,0,1,6,1,0,1,2,2,27,0,0,0,0.5,0,0,12.5,2258,3,0,NotFaulty
12,1,0,2,23,10,0,2,12,0.3636,104,1,0,0,0.625,1,1,7.5833,377,7,0,NotFaulty
17,1,0,2,28,0,0,2,17,0.4688,274,1,0,0,0.3382,1,1,14.8824,269,14,0.008,NotFaulty
22,1,0,1,46,151,0,1,21,0.7857,335,0.75,0,0,0.2952,0,0,13.8636,210,9,0.1886,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4621,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,4622,1,0,NotFaulty
5,1,0,1,18,10,0,1,5,1.25,109,1,0,0,0.4,0,0,20.6,926,3,0,NotFaulty
6,1,0,3,12,0,0,3,6,0.4,53,1,0,0,0.5,0,0,7.5,772,1,0,NotFaulty
3,1,0,1,4,0,0,1,0,0.5,24,0.5,0,0,0.4444,0,0,6.3333,1546,1,0,NotFaulty
6,1,0,4,15,0,0,4,6,0.6667,72,1,0,0,0.6667,0,0,10.5,774,2,0,NotFaulty
14,2,0,12,48,43,0,12,12,0.7404,274,0.875,2,0.52,0.3846,1,1,18,334,6,0.0026,NotFaulty
1,1,0,1,2,0,0,1,0,2,12,0,0,0,1,0,0,9,4679,1,0,NotFaulty
10,1,0,1,31,0,0,1,10,0,150,1,0,0,0.425,0,0,13.9,469,3,0.0025,NotFaulty
5,1,0,2,17,8,0,2,4,0.75,93,1,0,0,0.3125,0,0,17.4,942,11,0,NotFaulty
3,1,0,0,7,3,0,0,3,2,40,0,0,0,0.4444,0,0,12.3333,1572,4,0,NotFaulty
2,1,0,1,5,0,0,1,2,0,16,1,0,0,0.75,0,0,6.5,2360,1,0,NotFaulty
2,1,0,1,4,0,0,1,2,0,15,1,0,0,0.75,0,0,6,2361,1,0,NotFaulty
3,1,0,2,6,3,0,2,2,2,16,0,0,0,0.3333,0,0,4.3333,1575,1,0,NotFaulty
7,1,0,5,17,5,0,5,6,0.3333,121,1,0,0,0.4286,0,0,15.7143,677,6,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0,NotFaulty
2,1,0,3,2,1,0,3,2,2,2,0,0,0,0.625,0,0,0,2,1,0,NotFaulty
15,1,0,6,15,105,0,6,15,2,15,0,0,0,0.2222,0,0,0,1,1,0,NotFaulty
3,1,0,4,3,3,0,4,3,2,3,0,0,0,0.5556,0,0,0,7,1,0,NotFaulty
9,1,0,4,9,36,0,4,9,2,9,0,0,0,0.3556,0,0,0,3,1,0,NotFaulty
13,1,0,5,13,78,0,5,13,2,13,0,0,0,0.3654,0,0,0,3,1,0,NotFaulty
6,2,0,5,16,11,0,5,4,0.92,139,0.2,4,0.7647,0.28,1,1,21.3333,9,7,0.0005,NotFaulty
1,1,0,1,3,0,0,1,0,2,21,0,0,0,0,0,0,19,58,1,0,NotFaulty
