WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC,AVG_CC,MAX_CC,PORTRAIT,FAULTY
6,1,0,4,9,3,0,4,6,0.6,36,1,0,0,0.375,0,0,4.6667,96,1,0,NotFaulty
7,1,0,0,8,15,0,0,7,0.9167,35,1,0,0,0.4762,0,0,3.4286,83,1,0,NotFaulty
9,1,0,1,17,16,0,1,7,0.8393,131,0.5714,3,0,0.4583,1,1,12.7778,67,7,0.0351,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,604,1,0,NotFaulty
2,1,0,7,29,0,0,7,1,0,118,0,0,0,0.625,0,0,57,307,9,0,NotFaulty
6,1,0,5,9,3,0,5,6,0.4,37,1,0,0,0.5,0,0,5,103,1,0.0352,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,311,1,0,NotFaulty
4,1,0,5,10,4,0,5,3,0.8333,31,1,0,0,0.8333,0,0,6.25,156,2,0,NotFaulty
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.3,0,0,0,79,1,0,NotFaulty
9,1,0,1,11,24,0,1,9,0.9,50,1,0,0,0.2889,0,0,4,71,1,0,NotFaulty
10,1,0,1,10,45,0,1,10,2,10,0,0,0,0.3,0,0,0,65,1,0,NotFaulty
11,1,0,2,12,45,0,2,11,0.9333,55,1,0,0,0.2909,0,0,3.4545,60,1,0,NotFaulty
7,3,0,2,14,1,0,2,6,0.3333,71,1,0,0.88,0.5714,0,0,9,96,3,0.0006,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,339,1,0,NotFaulty
3,3,0,1,6,3,0,1,2,1.5,16,1,0,1,0.6667,0,0,4,227,1,0,Faulty
2,1,0,1,11,1,0,1,1,2,44,0,0,0,1,0,0,21,344,6,0,NotFaulty
15,1,0,3,68,73,0,3,3,0.8143,426,1,0,0,0.1571,0,0,27.0667,48,8,0,NotFaulty
15,2,0,1,36,0,0,1,14,0.6429,171,0.6667,0,0.4286,0.2449,1,2,10.2,49,3,0.0324,NotFaulty
4,1,0,2,23,4,0,2,2,1.2381,191,0.1429,0,0,0.4167,0,0,45,194,21,0,Faulty
12,4,0,3,31,48,0,3,10,0.6667,207,1,0,0.8889,0.303,2,2,16,66,3,0.0316,NotFaulty
3,1,0,7,48,0,0,7,2,0.7,198,1,0,0,0.6667,0,0,63.3333,268,5,0.0312,NotFaulty
2,1,0,2,5,1,0,2,1,1,17,0,0,0,0.6667,0,0,7,403,1,0,Faulty
6,1,0,9,76,7,0,9,3,0.8,494,0.75,0,0,0.4,0,0,80.6667,138,8,0.0383,Faulty
4,1,0,3,23,0,0,3,2,0.4,179,1,0,0,0.6667,0,0,42.5,210,12,0.0374,NotFaulty
8,1,0,10,32,0,0,10,4,0.2857,322,1,0,0,0.3714,0,0,39.125,108,6,0.0386,NotFaulty
4,3,0,0,8,6,0,0,4,1.3333,21,1,0,1,0.6667,0,0,4,217,1,0,NotFaulty
4,3,0,0,8,6,0,0,4,1.3333,21,1,0,1,0.6667,0,0,4,218,1,0,NotFaulty
2,1,0,1,5,1,0,1,1,1,17,0,0,0,0.6667,0,0,7,437,1,0,NotFaulty
10,1,0,1,14,33,0,1,10,0.8333,62,1,0,0,0.3,0,0,4.8,88,1,0.0351,NotFaulty
9,1,0,0,9,36,0,0,9,2,9,0,0,0,0.3111,0,0,0,99,1,0,NotFaulty
10,1,0,1,11,45,0,1,10,2,27,0,0,0,0.3,0,0,1.7,90,1,0,NotFaulty
3,1,0,0,6,3,0,0,2,2,48,0,0,0,0.5556,0,0,15,304,6,0,NotFaulty
3,1,0,1,8,1,0,1,2,0.5,43,0,0,0,0.4667,0,0,12.6667,305,1,0,NotFaulty
3,1,0,1,8,1,0,1,2,0.5,43,0,0,0,0.4667,0,0,12.6667,306,1,0,NotFaulty
6,1,0,0,10,7,0,0,5,0.7,31,1,0,0,0.3333,0,0,3.8333,154,1,0.0351,NotFaulty
4,4,0,0,8,6,0,0,4,1.3333,21,1,0,1,0.6667,0,0,4,232,1,0,NotFaulty
4,1,0,2,26,0,0,2,4,0.9333,333,1,0,0,0.5,0,0,77.25,239,19,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,957,1,0,NotFaulty
4,1,0,16,73,0,0,16,3,0.7778,395,0.6667,0,0,0.4167,0,0,97,243,9,0.0351,NotFaulty
11,1,0,0,15,37,0,0,11,0.85,102,1,0,0,0.2909,1,1,7.9091,90,7,0.0351,NotFaulty
8,1,0,13,60,14,0,13,5,0.8214,443,1,0,0,0.2571,0,0,53.875,127,12,0.0045,Faulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,1,0,1,4,3,0,1,3,2,9,0,0,0,0.4167,0,0,2,339,1,0,NotFaulty
2,1,0,3,7,1,0,3,2,2,27,0,0,0,0.5,0,0,12.5,511,3,0,NotFaulty
4,1,0,1,8,4,0,1,4,0.6667,32,1,0,0,0.625,0,0,6.5,256,1,0,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.5,0,0,0,257,1,0,NotFaulty
6,1,0,5,18,0,0,5,5,0.7333,96,1,0,0,0.4667,0,0,14.5,173,3,0,NotFaulty
8,1,0,1,8,28,0,1,8,2,8,0,0,0,0.375,0,0,0,131,1,0,NotFaulty
11,1,0,2,14,29,0,2,11,0.86,116,1,0,0,0.2909,1,1,9.0909,97,9,0,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.5,0,0,0,268,1,0,NotFaulty
6,1,0,5,12,3,0,5,5,0.7,33,1,0,0,0.4667,0,0,4.1667,180,1,0,NotFaulty
2,1,0,1,9,1,0,1,2,2,46,0,0,0,0.5,0,0,22,543,5,0,NotFaulty
4,2,0,1,7,4,0,1,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,272,1,0.0039,NotFaulty
7,1,0,3,12,21,0,3,7,2,40,0,0,0,0.9286,0,0,4.7143,156,1,0,NotFaulty
3,1,0,3,13,1,0,3,2,1,65,1,0,0,0.75,0,0,20,368,5,0,NotFaulty
6,1,0,3,10,3,0,3,6,0.6,47,1,0,0,0.4444,0,0,6.5,185,3,0.0026,NotFaulty
2,1,0,3,4,0,0,3,1,0,16,0,0,0,1,0,0,6.5,557,1,0,NotFaulty
13,1,0,0,20,76,0,0,12,1,87,0,0,0,0.2833,0,0,5.5385,86,2,0,NotFaulty
6,1,0,1,10,3,0,1,5,0.6,36,1,0,0,0.2,0,0,4.6667,189,1,0,NotFaulty
6,1,0,1,10,3,0,1,5,0.6,36,1,0,0,0.2,0,0,4.6667,190,1,0,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1141,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1142,1,0,NotFaulty
71,1,0,7,125,1683,0,7,67,0.6943,925,0.6,1,0,0.1462,1,1,11.9577,17,11,0.0364,Faulty
5,2,0,0,8,10,0,0,5,2,24,0,0,0.3333,0.45,0,0,3.8,254,1,0,NotFaulty
3,1,0,1,21,1,0,1,3,0,129,1,0,0,0.4,0,0,41.3333,426,4,0.035,NotFaulty
9,1,0,1,17,16,0,1,7,0.8977,159,0.3636,7,0,0.4583,1,1,15.4444,144,7,0,NotFaulty
2,1,0,3,13,1,0,3,2,2,91,0,0,0,0.5,0,0,44.5,654,11,0.0353,NotFaulty
3,1,0,0,4,0,0,0,3,1,22,0.5,0,0,0.6667,0,0,5,437,1,0.0354,NotFaulty
3,1,0,0,5,0,0,0,3,0,18,1,0,0,0.6667,0,0,4.6667,438,1,0,NotFaulty
11,1,0,7,37,5,0,7,10,0.7667,267,1,0,0,0.36,0,0,22.7273,121,6,0.0352,NotFaulty
4,1,0,13,48,2,0,13,3,0.4,471,1,0,0,0.5556,0,0,115.5,341,28,0,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.6667,0,0,0,456,1,0,NotFaulty
21,1,0,4,21,210,0,4,21,2,21,0,0,0,1,0,0,0,66,1,0,NotFaulty
21,1,0,1,21,210,0,1,21,2,21,0,0,0,1,0,0,0,67,1,0,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,1,0,0,0,471,1,0,NotFaulty
14,1,0,2,14,91,0,2,14,2,14,0,0,0,1,0,0,0,102,1,0,NotFaulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,1,0,0,0,286,1,0,NotFaulty
23,1,0,3,23,253,0,3,23,2,23,0,0,0,1,0,0,0,63,1,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,729,1,0,NotFaulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,1,0,0,0,292,1,0,NotFaulty
5,1,0,0,5,10,0,0,5,2,5,0,0,0,1,0,0,0,293,1,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,735,1,0,NotFaulty
2,1,0,0,3,1,0,0,2,2,7,0,0,0,1,0,0,2.5,736,1,0,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,1,0,0,0,492,1,0,NotFaulty
4,2,0,1,7,4,0,1,2,0.9583,100,0.125,8,0.8667,0.4444,1,1,22,370,1,0.0351,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,371,1,0.0351,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,372,1,0.0351,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,745,1,0,NotFaulty
4,2,0,2,7,4,0,2,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,373,1,0.0351,NotFaulty
4,2,0,2,7,4,0,2,2,0.8889,45,0.3333,3,0.8667,0.4444,1,1,9.5,374,1,0.0351,NotFaulty
4,2,0,2,7,4,0,2,2,0.9333,67,0.2,5,0.8667,0.4444,1,1,14.5,375,1,0.0351,NotFaulty
4,2,0,2,7,4,0,2,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,376,1,0.0351,NotFaulty
9,1,0,0,22,16,0,0,7,0.8977,179,0.3636,7,0,0.4583,1,1,17.6667,169,7,0,NotFaulty
4,2,0,2,7,4,0,2,2,0.9855,265,0.0435,23,0.8667,0.4444,1,1,59.5,381,1,0.0351,NotFaulty
4,2,0,1,7,4,0,1,2,0.9167,56,0.25,4,0.8667,0.4444,1,1,12,382,1,0.0351,NotFaulty
4,2,0,2,7,4,0,2,2,0.9444,78,0.1667,6,0.8667,0.4444,1,1,17,383,1,0.0351,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,768,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,769,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,770,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,771,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,772,1,0,NotFaulty
6,1,0,6,6,15,0,6,6,2,6,0,0,0,1,0,0,0,258,1,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,776,1,0,NotFaulty
5,1,0,3,5,10,0,3,5,2,5,0,0,0,0.5,0,0,0,311,1,0,NotFaulty
6,1,0,9,28,3,0,9,6,0.6,131,0.5,0,0,0.4444,0,0,20.5,260,2,0.0352,Faulty
10,1,0,2,10,45,0,2,10,2,10,0,0,0,0.3,0,0,0,157,1,0,NotFaulty
13,1,0,3,21,42,0,3,13,0.8611,175,1,0,0,0.2436,1,1,12,123,13,0.0351,NotFaulty
9,1,0,1,22,16,0,1,7,0.8393,151,0.5714,3,0,0.4583,1,1,15,180,7,0.0352,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
35,1,0,2,36,593,0,2,33,0.9706,97,0.5,0,0,0.2357,0,0,1.7143,47,1,0,NotFaulty
6,1,0,3,35,0,0,3,4,0.4667,218,1,0,0,0.3889,0,0,34.8333,279,8,0.0351,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.7,0,0,0,840,1,0,NotFaulty
5,1,0,0,12,8,0,0,3,0.5,208,1,0,0,0.375,0,0,40.4,338,5,0,NotFaulty
4,1,0,8,18,4,0,8,4,0.6667,69,0,0,0,0.6667,0,0,16,423,2,0,NotFaulty
7,1,0,1,7,21,0,1,7,2,7,0,0,0,0.7857,0,0,0,243,1,0,NotFaulty
3,2,0,0,9,0,0,0,2,0,27,1,0,0.9231,0.5556,0,0,7.6667,568,1,0,NotFaulty
14,1,0,14,41,31,0,14,12,0.8632,252,1,0,0,0.4872,0,0,16.3571,123,4,0.0352,Faulty
4,1,0,0,4,6,0,0,4,1.3333,5,0,0,0,0.5833,0,0,0,432,1,0,NotFaulty
5,1,0,2,28,10,0,2,5,2,104,0,0,0,0.5,0,0,19.8,348,4,0.0351,NotFaulty
12,1,0,0,13,26,0,0,12,0.8333,80,1,0,0,0.375,0,0,5.1667,146,1,0,NotFaulty
3,1,0,0,11,1,0,0,2,0.5,186,0,0,0,0.5,0,0,60.6667,585,2,0,NotFaulty
3,2,0,0,6,3,0,0,0,2,21,0,0,0.8571,1,1,1,6,586,1,0,NotFaulty
13,1,0,1,31,76,0,1,11,1.0417,498,0.75,0,0,0.4167,0,0,36.6923,139,12,0,NotFaulty
4,1,0,0,8,0,0,0,4,0,32,1,0,0,0.625,0,0,6.75,456,2,0,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.4375,0,0,0,457,1,0,NotFaulty
5,1,0,4,20,4,0,4,5,0.875,92,1,0,0,0.4,0,0,17,367,7,0.0006,NotFaulty
12,1,0,2,12,66,0,2,12,2,12,0,0,0,0.3,0,0,0,154,1,0,NotFaulty
13,1,0,3,16,58,0,3,13,0.9167,66,1,0,0,0.2923,0,0,3.6154,143,1,0.0006,NotFaulty
4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.75,0,0,0,467,1,0,NotFaulty
6,1,0,1,7,0,0,1,6,0.4,46,0,0,0,0.75,0,0,6.3333,312,1,0,NotFaulty
4,1,0,1,4,6,0,1,4,2,4,0,0,0,0.4375,0,0,0,469,1,0,NotFaulty
5,1,0,3,12,0,0,3,5,0.25,47,1,0,0,0.4,0,0,8.2,377,3,0,NotFaulty
9,1,0,1,17,16,0,1,7,0.8125,124,0.6667,2,0,0.4583,1,1,12.1111,211,7,0.0012,NotFaulty
9,1,0,1,22,16,0,1,7,0.9679,347,0.1143,31,0,0.4583,1,1,33.6667,213,7,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.8977,179,0.3636,7,0,0.4583,1,1,17.6667,215,7,0,NotFaulty
2,1,0,1,4,1,0,1,2,2,7,0,0,0,1,0,0,2.5,969,1,0,NotFaulty
2,1,0,1,3,0,0,1,2,0,12,1,0,0,0.75,0,0,4.5,970,1,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.9598,298,0.1429,24,0,0.4583,1,1,29,217,7,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.9824,550,0.0625,60,0,0.4583,1,1,53,219,7,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.9297,214,0.25,12,0,0.4583,1,1,21,221,7,0,NotFaulty
17,1,0,2,32,120,0,2,15,0.75,139,1,0,0,0.1375,0,0,7,118,3,0,Faulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2014,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2015,1,0,NotFaulty
3,1,0,2,19,3,0,2,2,2,137,0,0,0,0.6667,0,0,44.6667,677,13,0,NotFaulty
3,1,0,1,13,3,0,1,3,2,71,0,0,0,0.5556,0,0,22.6667,679,3,0,NotFaulty
2,1,0,1,7,1,0,1,2,2,29,0,0,0,0.5,0,0,13.5,1021,5,0,NotFaulty
5,4,0,7,32,0,0,7,5,0.375,241,1,0,0.9551,0.4667,1,1,46.8,411,10,0,NotFaulty
9,1,0,1,17,16,0,1,7,0.8594,138,0.5,4,0,0.4583,1,1,13.4444,230,7,0.0351,NotFaulty
4,1,0,1,8,0,0,1,4,0.3333,28,1,0,0,0.625,0,0,5.75,519,1,0,NotFaulty
4,1,0,0,14,6,0,0,4,1.3333,84,1,0,0,0.3333,0,0,19.75,521,4,0,NotFaulty
3,1,0,2,10,1,0,2,3,0.4,56,0,1,0,0.6667,0,0,16,696,1,0,NotFaulty
2,1,0,0,7,1,0,0,1,1,40,0,0,0,1,0,0,16.5,1045,1,0,NotFaulty
4,2,0,1,7,4,0,1,2,0.9722,144,0.0833,12,0.8667,0.4444,1,1,32,523,1,0,NotFaulty
5,1,0,0,10,0,0,0,2,0.875,107,0.1667,10,0,0.4167,0,0,18,420,1,0,NotFaulty
8,1,0,4,44,20,0,4,6,0.7321,923,1,0,0,0.1905,0,0,110.375,266,12,0,NotFaulty
3,1,0,0,4,0,0,0,3,0,18,1,0,0,0.6667,0,0,4.6667,710,1,0,NotFaulty
3,1,0,1,6,1,0,1,3,0.5,23,1,0,0,0.6667,0,0,6.3333,711,1,0,NotFaulty
3,1,0,3,4,1,0,3,3,0.5,14,1,0,0,0.5,0,0,3.3333,712,1,0,NotFaulty
8,1,0,0,10,2,0,0,8,0.6857,93,1,0,0,0.5625,0,0,10,268,3,0.0352,NotFaulty
6,1,0,1,24,15,0,1,6,2,114,0,0,0,0.5,0,0,18,359,2,0.0352,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2156,1,0,NotFaulty
14,1,0,2,24,91,0,2,14,2,138,0,0,0,0.3393,0,0,8.8571,155,4,0.0352,NotFaulty
3,1,0,1,13,3,0,1,3,2,59,0,0,0,0.5,0,0,18.6667,728,6,0,NotFaulty
9,1,0,1,17,16,0,1,7,0.8125,124,0.6667,2,0,0.4583,1,1,12.1111,244,7,0.0352,NotFaulty
4,1,0,0,11,0,0,0,4,0,60,1,0,0,0.4,0,0,13.75,552,3,0,NotFaulty
3,3,0,1,4,1,0,1,3,0.5,14,1,0,0.9487,0.6667,0,0,3.3333,737,1,0.0351,NotFaulty
12,1,0,5,20,54,0,5,9,0.9091,72,0.2,0,0,0.1979,0,0,4.5833,185,1,0.0291,NotFaulty
3,3,0,1,4,1,0,1,3,0.5,14,1,0,0.9487,0.6667,0,0,3.3333,742,1,0.0351,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NotFaulty
3,1,0,2,5,3,0,2,1,0.5,18,0,0,0,0.5333,0,0,4.6667,743,1,0,NotFaulty
19,3,0,21,92,121,0,21,14,0.8611,781,1,0,0.6727,0.1754,1,1,39.6842,120,16,0.0352,NotFaulty
3,1,0,2,27,1,0,2,1,1,118,1,0,0,0.625,0,0,37.6667,763,6,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2291,1,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2292,1,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1147,1,0,NotFaulty
2,1,0,7,27,1,0,7,2,2,107,0,0,0,0.75,0,0,52.5,1149,4,0,NotFaulty
2,1,0,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,1150,1,0,NotFaulty
6,3,0,1,10,13,0,1,6,1,31,1,0,0.9167,0.4583,0,0,3.8333,384,1,0,NotFaulty
6,3,0,1,10,13,0,1,6,1,31,1,0,0.9167,0.4583,0,0,3.8333,385,1,0,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.5,0,0,0,386,1,0,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.5,0,0,0,387,1,0,NotFaulty
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.5,0,0,0,388,1,0,NotFaulty
10,1,0,7,28,11,0,7,8,0.6389,144,1,0,0,0.2778,0,0,13,234,4,0.035,NotFaulty
3,1,0,1,3,3,0,1,3,2,3,0,0,0,0.6667,0,0,0,783,1,0,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2350,1,0,NotFaulty
4,1,0,2,10,0,0,2,4,0,37,1,0,0,0.4375,0,0,8,588,2,0,NotFaulty
6,1,0,5,15,3,0,5,6,0.7333,57,1,0,0,0.3333,0,0,8,393,1,0.0351,NotFaulty
3,1,0,4,12,1,0,4,2,0.5,52,1,0,0,0.6667,0,0,16,788,3,0.0351,NotFaulty
9,1,0,1,22,16,0,1,7,0.7813,130,1,0,0,0.4583,1,1,13,264,7,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.7813,130,1,0,0,0.4583,1,1,13,266,7,0,NotFaulty
9,1,0,1,22,16,0,1,7,0.8393,151,0.5714,3,0,0.4583,1,1,15,268,7,0.0354,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.6667,0,0,0,1209,1,0,NotFaulty
4,1,0,9,19,2,0,9,3,0.4167,103,0.5,0,0,0.5556,0,0,23.75,607,8,0,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.6667,0,0,0,1216,1,0,NotFaulty
4,1,0,8,19,2,0,8,3,0.4167,128,0.5,0,0,0.5556,0,0,30,610,8,0,NotFaulty
28,1,0,8,54,326,0,8,26,0.9192,314,1,0,0,0.1185,0,0,9.8214,89,6,0.0307,Faulty
4,1,0,4,6,6,0,4,4,1,15,1,0,0,0.5625,0,0,2.5,624,1,0.0113,Faulty
2,1,0,16,29,0,0,16,2,0.8333,115,1,0,0,0.75,0,0,53.5,1250,3,0.0298,NotFaulty
2,1,0,4,7,1,0,4,2,2,34,0,0,0,0.75,0,0,16,1252,2,0,NotFaulty
2,1,0,3,2,1,0,3,2,2,2,0,0,0,0.75,0,0,0,1253,1,0,NotFaulty
9,1,0,13,47,0,0,13,5,0.7891,458,0.9375,0,0,0.4,0,0,48.1111,282,13,0.0351,NotFaulty
2,1,0,2,2,1,0,2,2,2,2,0,0,0,0.6667,0,0,0,1272,1,0,NotFaulty
2,1,0,3,2,1,0,3,2,2,2,0,0,0,0.75,0,0,0,1273,1,0,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,2547,1,0,NotFaulty
3,1,0,4,5,3,0,4,3,2,15,0,0,0,0.5556,0,0,4,850,1,0,NotFaulty
5,1,0,3,7,10,0,3,5,2,16,0,0,0,0.6,0,0,2.2,511,1,0,NotFaulty
3,1,0,6,6,1,0,6,3,0,23,1,0,0,0.5833,0,0,6.3333,852,1,0,NotFaulty
10,1,0,0,14,31,0,0,9,0.6667,64,1,0,0,0.2778,0,0,5.1,256,1,0.0276,NotFaulty
2,1,0,1,4,1,0,1,1,2,8,0,0,0,0.75,0,0,3,1285,1,0,NotFaulty
2,1,0,0,6,1,0,0,2,2,27,0,0,0,0.5,0,0,11.5,1287,4,0,NotFaulty
2,1,0,1,9,1,0,1,2,2,25,0,0,0,0.625,0,0,11.5,1289,2,0,NotFaulty
4,1,0,0,20,4,0,0,4,0.6667,151,1,0,0,0.4,0,0,36.5,646,6,0,NotFaulty
3,1,0,1,13,0,0,1,3,0.3333,85,1,0,0,0.4667,0,0,26.3333,864,3,0,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,0,NotFaulty
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,0,NotFaulty
10,1,0,2,19,7,0,2,10,0.7778,75,1,0,0,0.3,0,0,6.1,1,3,0,Faulty
15,1,0,6,32,21,0,6,15,0.8571,158,1,0,0,0.1917,0,0,9.0667,2,2,0.0022,NotFaulty
1,1,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,39,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,40,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,41,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,42,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,43,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,44,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,45,1,0,NotFaulty
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,46,1,0,NotFaulty
9,1,0,0,10,28,0,0,9,0.925,45,1,0,0,0.4815,0,0,3.4444,6,1,0,Faulty
6,1,0,4,23,15,0,4,3,1.2,204,0,0,0,0.4667,0,0,32.8333,12,5,0.0459,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,73,1,0,NotFaulty
8,1,0,12,52,24,0,12,6,0.7143,299,1,0,0,0.2857,0,0,36.125,11,8,0.0457,NotFaulty
6,1,0,7,35,7,0,7,4,0.7,138,1,0,0,0.7,0,0,21.6667,18,5,0.0457,NotFaulty
4,3,0,0,8,6,0,0,4,1.3333,21,1,0,1,0.6667,0,0,4,28,1,0,NotFaulty
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,113,1,0,NotFaulty
7,3,0,1,15,13,0,1,7,0.8889,88,1,0,0.8929,0.5714,0,0,11.1429,17,1,0.0467,NotFaulty
3,3,0,0,10,3,0,0,3,1.5,34,1,0,0.9615,0.6667,0,0,10,41,1,0.0457,NotFaulty
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.875,0,0,0,62,1,0,NotFaulty
21,1,0,13,68,144,0,13,17,0.675,432,1,1,0,0.3143,0,0,19.381,7,5,0.0464,NotFaulty
7,1,0,0,8,15,0,0,7,0.8333,34,1,0,0,0.3571,0,0,3.4286,24,1,0.0458,NotFaulty
5,1,0,0,6,6,0,0,5,0.75,24,1,0,0,0.4667,0,0,3.4,34,1,0.0457,NotFaulty
19,1,0,9,47,133,0,9,18,0.9167,441,1,0,0,0.2697,0,0,21.5789,10,7,0.0459,NotFaulty
3,2,0,1,4,3,0,1,0,2,13,0,0,0.8571,1,1,1,3.3333,70,1,0,NotFaulty
3,2,0,1,9,1,0,1,1,0.5,44,0,0,0.8571,0.5,1,1,13,71,2,0,NotFaulty
6,1,0,4,29,5,0,4,5,0.72,124,1,0,0,0.25,0,0,18.8333,37,3,0,NotFaulty
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,224,1,0,NotFaulty
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Faulty
2,1,0,7,7,0,0,7,2,0.3333,43,0.6667,0,0,0.625,0,0,19,113,2,0,NotFaulty
3,1,0,3,5,1,0,3,1,0,27,0.5,0,0,0.6,0,0,7.3333,76,1,0,NotFaulty
7,1,0,6,15,3,0,6,6,0.6667,165,1,0,0,0.5556,0,0,22.1429,34,5,0.0009,NotFaulty
3,1,0,1,5,0,0,1,3,0,18,1,0,0,0.6667,0,0,4.6667,82,1,0,NotFaulty
8,1,0,2,8,28,0,2,8,2,8,0,0,0,0.375,0,0,0,31,1,0,NotFaulty
10,1,0,6,34,3,0,6,9,0.7222,163,1,0,0,0.34,0,0,14.9,26,3,0.0017,NotFaulty
5,1,0,1,5,10,0,1,5,2,5,0,0,0,0.5333,0,0,0,54,1,0,NotFaulty
6,1,0,3,18,3,0,3,6,0.7,74,1,0,0,0.5,0,0,11,46,3,0.0457,NotFaulty
